Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category,Soil_Fertility_Index,Rainfall_Category_Code,Temperature_Category_Code,Season_Code
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange,Maharashtra,Nagpur,18.780594,75.275321,529.3,Red,0.37,0.459,17.53,25.2,Western Plateau and Hills Region,High,Drip,Perennial,January,13.47,19.79,7.49,30,0.3999998666667111,0.2666665777778074,0.33333322222225925,15.33,0.12519793438877608,Medium,Cool,2.365277483667501,1,0,1
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange,Maharashtra,Kolhapur,18.875326,76.092392,315.3,Black,1.069,0.481,14.24,36.91,Western Plateau and Hills Region,High,Drip,Perennial,February,8.06,20.11,7.66,58,0.5862067954815869,0.17241376337693734,0.2413792687277123,35.1,0.20910627793671713,High,Hot,25.703883278710006,1,3,1
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange,Maharashtra,Nagpur,19.233414,75.802744,479.6,Red,0.328,0.383,17.51,24.27,Western Plateau and Hills Region,Low,Drip,Perennial,March,4.48,20.45,7.36,28,0.21428563775512938,0.464285548469447,0.32142845663269404,15.39,0.14287462568869866,High,Hot,2.10732784041,1,3,1
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange,Punjab,Bathinda,31.208407,75.529675,255.2,Red,0.431,0.124,24.08,26.55,Trans-Gangetic Plains Region,Low,Drip,Perennial,January,11.65,18.79,8.73,62,0.4354838007284192,0.48387088969824354,0.08064514828304059,23.75,0.2040190732877231,High,Warm,7.0497890993359995,1,3,1
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange,Maharashtra,Nashik,20.062181,74.846423,717.9,Black,0.784,0.475,7.94,33.36,Western Plateau and Hills Region,High,Drip,Perennial,March,12.04,22.15,8.14,33,0.39393927456385613,0.242424168962373,0.36363625344355954,25.25,0.20658757357699442,High,Moderate,8.759196239210667,1,1,1
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange,Punjab,Ludhiana,30.542024,75.801917,196.9,Red,0.43,0.458,21.19,27.24,Trans-Gangetic Plains Region,Low,Drip,Perennial,March,6.22,20.18,7.71,20,0.299999850000075,0.3499998250000875,0.3499998250000875,18.08,0.17880411808328822,High,Warm,2.72080691377,1,2,1
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange,Madhya Pradesh,Bhopal,23.475845,77.988449,570.9,Black,0.925,0.321,7.83,32.15,Central Plateau and Hills Region,Medium,Drip,Perennial,January,5.51,19.11,8.24,72,0.5555554783950725,0.2361110783179058,0.20833330439815215,30.56,0.21082407152740662,Medium,Moderate,16.072178360533332,1,1,1
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange,Punjab,Patiala,30.803531,76.186235,182.8,Black,1.126,0.633,28.52,29.13,Trans-Gangetic Plains Region,Medium,Drip,Perennial,February,11.72,21.85,7.21,66,0.46969689853077295,0.393939334251616,0.13636361570248245,34.03,0.15663484327503746,Medium,Cool,20.77695434071941,1,0,1
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya,Maharashtra,Pune,19.847039,75.503158,468.3,Alluvial,0.465,0.337,8.71,20.58,Western Plateau and Hills Region,Low,Drip,Perennial,March,8.16,19.39,8.22,179,0.3407821038669216,0.3798882469336175,0.2793295933335423,45.34,0.31107294600910995,High,Hot,31.361135287283755,2,3,1
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya,Maharashtra,Kolhapur,19.813797,75.650262,486.0,Loamy,0.5,0.459,16.62,34.26,Western Plateau and Hills Region,Medium,Drip,Perennial,March,5.47,20.38,8.18,149,0.38926171884149535,0.3087248114949791,0.30201340254943604,41.81,0.2942426533378413,Medium,Hot,30.76016623677083,1,3,1
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya,Andhra Pradesh,Guntur,15.65423,79.65652,347.9,Alluvial,0.659,0.327,7.1,21.23,East Coast Plains and Hills Region,Medium,Drip,Perennial,July,7.57,19.27,6.76,147,0.30612242815493684,0.3197278694062674,0.3741496344115895,42.07,0.30948963132075896,High,Hot,36.678673485693,1,3,1
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya,Maharashtra,Nagpur,18.840645,75.393725,580.8,Alluvial,0.555,0.569,11.04,20.81,Western Plateau and Hills Region,High,Drip,Perennial,March,9.93,21.32,8.57,157,0.24840762748996004,0.4140127124832667,0.3375795963325098,43.42,0.2893359790627659,High,Hot,34.66486114693125,2,3,1
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya,Karnataka,Belagavi,15.378888,76.447609,607.6,Loamy,0.835,0.209,7.54,22.17,Southern Plateau and Hills Region,High,Drip,Perennial,June,7.22,19.74,6.8,144,0.21527776282793312,0.4722221894290146,0.3124999782986126,43.9,0.2436425790953169,High,Hot,41.265036041817496,2,3,1
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya,Karnataka,Hassan,14.88629,76.136661,644.3,Alluvial,0.883,0.58,13.95,20.37,Southern Plateau and Hills Region,Low,Drip,Perennial,February,6.49,20.59,6.84,183,0.38251364029980106,0.37158467914837817,0.24590162590701498,51.29,0.41154052472232444,High,Hot,57.12581039328475,2,3,1
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya,Karnataka,Mysuru,14.751638,77.119416,838.4,Loamy,0.718,0.429,10.78,34.23,Southern Plateau and Hills Region,High,Drip,Perennial,June,10.01,19.77,6.03,180,0.3777777567901246,0.34444442530864305,0.27777776234567986,48.17,0.43679434893475844,High,Hot,45.878950591925324,2,3,1
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya,Gujarat,Rajkot,22.437478,71.619575,211.4,Alluvial,0.636,0.58,22.62,22.29,Gujarat Plains and Hills Region,High,Drip,Perennial,March,14.73,21.2,7.13,146,0.23287669637830846,0.44520544895853087,0.32191778617001465,41.84,0.4235565595198146,High,Moderate,33.34922316422,2,1,1
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya,Gujarat,Junagadh,22.194951,71.635243,207.8,Loamy,0.729,0.299,24.46,23.36,Gujarat Plains and Hills Region,High,Drip,Perennial,July,11.73,19.42,8.27,160,0.23749998515625093,0.4249999734375017,0.33749997890625133,45.48,0.37585216592446646,High,Warm,43.43958871945875,2,2,1
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya,Karnataka,Chikkamagaluru,14.900584,76.714894,891.4,Alluvial,0.442,0.509,15.05,32.86,Southern Plateau and Hills Region,Medium,Drip,Perennial,July,8.48,19.59,7.16,180,0.3833333120370382,0.35555553580247024,0.2611110966049391,44.57,0.36425270661668563,High,Hot,28.11257742995975,2,3,1
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya,Andhra Pradesh,Chittoor,15.942331,79.869904,158.6,Loamy,0.647,0.433,12.25,23.71,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,6.3,22.16,7.58,156,0.37179484796186874,0.32692305596647075,0.3012820319691005,44.11,0.3648574611750592,High,Hot,38.88929491145359,2,3,1
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya,Maharashtra,Nagpur,19.175211,76.589041,660.8,Loamy,0.665,0.236,10.45,34.51,Western Plateau and Hills Region,Low,Drip,Perennial,June,9.4,18.71,7.25,159,0.3710691590522541,0.29559746568569395,0.33333331236897407,44.02,0.3029643346816147,Low,Warm,39.34706656608001,0,3,1
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya,Andhra Pradesh,Krishna,17.283718,79.930109,238.8,Loamy,0.773,0.408,6.33,33.03,East Coast Plains and Hills Region,Medium,Drip,Perennial,March,5.11,18.29,6.71,162,0.271604921505869,0.3950617040085368,0.3333333127572029,46.42,0.3541316078760962,High,Warm,47.067417449937494,2,2,1
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya,Andhra Pradesh,Guntur,16.317263,80.197175,408.6,Loamy,0.649,0.2,14.09,30.99,East Coast Plains and Hills Region,Low,Drip,Perennial,March,13.56,20.56,7.05,161,0.3478260653524183,0.3540372450908543,0.29813662744492997,46.05,0.3280253906201738,Low,Warm,43.63716223425533,0,2,1
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya,Gujarat,Ahmedabad,23.649832,71.045501,112.3,Loamy,0.78,0.218,12.78,35.13,Gujarat Plains and Hills Region,Medium,Drip,Perennial,March,15.39,22.68,8.79,183,0.37704915972408964,0.3278688345426866,0.29508195108841795,49.18,0.3578933761829609,High,Hot,50.41481238884999,1,3,1
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya,Karnataka,Mysuru,14.364072,75.846236,767.2,Alluvial,0.409,0.331,15.08,31.97,Southern Plateau and Hills Region,Medium,Drip,Perennial,July,8.88,17.93,7.01,163,0.34355826113139504,0.35582819902894486,0.30061347848997066,42.24,0.40771085932074963,High,Hot,26.078439461075,2,3,1
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya,Gujarat,Rajkot,22.455135,71.70925,103.2,Alluvial,0.763,0.205,19.06,32.68,Gujarat Plains and Hills Region,High,Drip,Perennial,March,9.23,22.11,8.02,157,0.31210189094892415,0.3503184490243026,0.3375795963325098,46.34,0.2572526738571562,Medium,Hot,48.86711441975999,0,3,1
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya,Maharashtra,Kolhapur,19.663201,75.987903,600.8,Alluvial,0.486,0.292,15.05,29.36,Western Plateau and Hills Region,High,Drip,Perennial,February,8.24,21.27,8.02,141,0.26950352698556546,0.36170210200694314,0.3687943000855106,38.1,0.2879959228885624,Medium,Warm,24.012093539837252,0,3,1
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya,Andhra Pradesh,Guntur,16.424749,79.741359,372.7,Loamy,0.846,0.396,11.25,35.62,East Coast Plains and Hills Region,Low,Drip,Perennial,February,12.95,18.42,6.04,166,0.32530118522282014,0.39156624147191316,0.2831325130643064,48.77,0.4658824050847477,High,Warm,54.05751746641799,1,2,1
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya,Karnataka,Hassan,15.198516,75.840986,339.1,Alluvial,0.494,0.569,9.37,29.36,Southern Plateau and Hills Region,Medium,Drip,Perennial,July,7.92,18.96,7.27,165,0.3454545245179076,0.3454545245179076,0.30909089035812787,42.29,0.2762489357213484,Medium,Hot,28.493232633579993,1,3,1
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,Gujarat,Ahmedabad,23.272616,71.432986,1.7,Loamy,0.927,0.285,22.62,29.32,Gujarat Plains and Hills Region,Medium,Drip,Perennial,March,11.92,19.36,8.69,144,0.2708333145254643,0.36111108603395237,0.3680555299961437,45.55,0.2641863275170821,Low,Warm,50.86216201493475,0,3,1
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya,Maharashtra,Kolhapur,19.123008,76.523905,682.5,Loamy,0.906,0.432,13.56,37.94,Western Plateau and Hills Region,Low,Drip,Perennial,February,10.88,19.17,8.79,170,0.34117645051903234,0.39411762387543386,0.2647058667820078,50.55,0.2315304786269324,Low,Hot,59.985612841784,0,3,1
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya,Gujarat,Ahmedabad,22.402189,71.19588,294.7,Alluvial,0.612,0.282,24.8,21.86,Gujarat Plains and Hills Region,Medium,Drip,Perennial,March,14.06,21.26,6.87,177,0.34463274889080514,0.36158190047559885,0.29378529413642407,47.5,0.24397571533822937,Medium,Hot,43.15797390403199,1,3,1
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya,Karnataka,Mysuru,14.106637,76.234848,493.6,Alluvial,0.532,0.478,17.0,30.48,Southern Plateau and Hills Region,High,Drip,Perennial,July,5.13,18.26,6.35,151,0.22516554800228158,0.41059599929827817,0.36423838647427903,41.77,0.3625051651960533,High,Warm,31.464173233573504,2,2,1
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya,Gujarat,Ahmedabad,22.629644,71.111763,182.0,Loamy,0.645,0.424,9.2,27.72,Gujarat Plains and Hills Region,Medium,Drip,Perennial,July,10.2,20.34,8.74,124,0.2499999798387113,0.3870967429760691,0.3629031965400648,39.38,0.30569067071394834,High,Hot,31.80808633907937,1,3,1
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya,Maharashtra,Nashik,19.33298,75.858055,351.3,Alluvial,0.708,0.562,10.13,24.2,Western Plateau and Hills Region,Medium,Drip,Perennial,July,11.89,18.33,8.13,145,0.32413790868014425,0.3172413574316305,0.3586206649227128,43.7,0.5388370882282225,High,Moderate,42.62444598341299,2,1,1
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya,Karnataka,Hassan,14.777939,75.58099,837.9,Alluvial,0.643,0.585,7.28,27.79,Southern Plateau and Hills Region,Medium,Drip,Perennial,June,8.09,20.03,7.26,152,0.21052630193905908,0.4473683916205005,0.342105240650971,42.76,0.26752418258222743,High,Warm,35.296498968287665,2,3,1
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,papaya,Maharashtra,Kolhapur,19.764815,75.748833,716.1,Loamy,0.524,0.399,10.77,24.74,Western Plateau and Hills Region,High,Drip,Perennial,July,10.37,18.3,8.31,141,0.25531913082843044,0.4184396866354832,0.3262411116141056,39.99,0.327863469764545,High,Hot,27.848440263325497,1,3,1
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya,Maharashtra,Kolhapur,19.290736,75.138041,706.8,Loamy,1.0,0.442,10.9,35.54,Western Plateau and Hills Region,High,Drip,Perennial,July,4.79,18.46,8.49,163,0.3742331058752696,0.3128834163875205,0.3128834163875205,50.66,0.34295155512292375,High,Hot,67.03863847083333,1,3,1
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,Karnataka,Chikkamagaluru,15.379693,76.583144,761.0,Alluvial,0.456,0.574,17.45,34.32,Southern Plateau and Hills Region,Medium,Drip,Perennial,February,11.43,18.32,6.87,170,0.4117646816609011,0.3176470401384094,0.27058821937716354,43.38,0.3443506486095805,High,Hot,28.43884667485999,1,3,1
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya,Andhra Pradesh,Anantapur,16.321968,80.405081,404.2,Loamy,1.023,0.468,5.49,28.65,East Coast Plains and Hills Region,High,Drip,Perennial,March,9.26,20.98,6.95,149,0.29530199360389303,0.37583890095040934,0.3288590383316082,48.88,0.23540835324275716,Low,Hot,62.372660579840876,0,3,1
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,papaya,Maharashtra,Nashik,19.635636,75.707158,533.6,Alluvial,0.792,0.378,7.52,33.06,Western Plateau and Hills Region,High,Drip,Perennial,June,4.79,20.66,7.78,153,0.2222222076978949,0.4444444153957898,0.33333331154684237,45.55,0.2477874860293906,Low,Warm,45.76326373363799,0,2,1
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya,Andhra Pradesh,Anantapur,16.639731,79.854706,493.7,Loamy,1.087,0.515,11.59,35.99,East Coast Plains and Hills Region,Medium,Drip,Perennial,March,11.89,19.36,7.97,156,0.3205127999671282,0.37820510396121126,0.3012820319691005,50.16,0.31495240594645696,High,Hot,64.56547068690368,2,3,1
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya,Karnataka,Hassan,15.151524,76.1808,745.3,Loamy,1.076,0.182,8.97,22.98,Southern Plateau and Hills Region,Medium,Drip,Perennial,July,6.53,19.63,7.01,161,0.24223600979900559,0.43478258169052286,0.32298134639867415,50.93,0.2806475643496406,Low,Moderate,66.66364934013001,0,2,1
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya,Andhra Pradesh,Anantapur,15.804964,80.012092,185.2,Alluvial,0.613,0.346,8.62,23.5,East Coast Plains and Hills Region,High,Drip,Perennial,July,12.91,21.06,7.55,144,0.2361110947145073,0.4236110816936749,0.34027775414737815,42.46,0.3778353835286398,High,Warm,35.675409464297665,1,2,1
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya,Gujarat,Ahmedabad,21.839318,72.835882,120.7,Loamy,0.88,0.379,16.56,23.78,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,10.95,20.65,8.94,159,0.27672954234405395,0.37735846683280083,0.3459119279300674,46.9,0.27674505800915283,Medium,Hot,51.094325795883336,1,3,1
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya,Karnataka,Mysuru,15.29516,76.128229,700.8,Loamy,1.037,0.45,14.25,22.64,Southern Plateau and Hills Region,High,Drip,Perennial,February,5.83,18.71,7.5,145,0.2137930887039249,0.4275861774078498,0.3586206649227128,46.06,0.350273404151653,High,Hot,50.51809773951333,2,3,1
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya,Gujarat,Ahmedabad,22.276464,71.368261,163.1,Loamy,0.769,0.237,22.85,31.63,Gujarat Plains and Hills Region,Medium,Drip,Perennial,March,14.39,21.06,7.18,178,0.36516851881075735,0.3483145871733378,0.2865168378361327,50.47,0.4662434972807902,High,Warm,57.35575991105537,2,2,1
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya,Maharashtra,Pune,20.455637,75.707832,581.1,Alluvial,0.705,0.594,8.75,31.05,Western Plateau and Hills Region,Medium,Drip,Perennial,February,12.48,20.45,7.77,154,0.28571426716141124,0.3701298460954645,0.34415582180806353,43.32,0.1982026053732185,Medium,Hot,38.174255797149996,0,3,1
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya,Maharashtra,Kolhapur,19.396885,74.879732,395.8,Alluvial,0.402,0.209,12.45,21.56,Western Plateau and Hills Region,Low,Drip,Perennial,March,7.46,20.96,7.99,145,0.34482756242568535,0.32413790868014425,0.33103445992865793,38.92,0.5420393709929748,High,Moderate,22.642740759791245,2,1,1
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya,Maharashtra,Nashik,20.207603,75.376284,501.6,Alluvial,0.713,0.194,15.38,20.4,Western Plateau and Hills Region,High,Drip,Perennial,February,8.48,20.91,8.12,141,0.304964517378403,0.3546099039283756,0.3404255077712406,42.81,0.5752079189880684,High,Warm,39.73023281630417,2,2,1
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya,Andhra Pradesh,Guntur,14.872619,79.283369,373.5,Loamy,0.972,0.255,14.3,35.31,East Coast Plains and Hills Region,Low,Drip,Perennial,February,7.34,21.4,7.54,159,0.37735846683280083,0.2893081579051473,0.33333331236897407,48.59,0.6409682522380801,High,Moderate,59.548411134278986,2,1,1
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya,Karnataka,Mysuru,14.967477,76.343477,549.2,Alluvial,0.541,0.582,10.86,20.42,Southern Plateau and Hills Region,Low,Drip,Perennial,February,5.36,19.38,6.83,193,0.36269428172568485,0.3523315879620939,0.2849740784987524,48.93,0.2131872970095787,Medium,Hot,41.091423190201084,0,3,1
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,papaya,Andhra Pradesh,Krishna,15.805707,80.77933,301.4,Loamy,1.073,0.257,14.36,28.44,East Coast Plains and Hills Region,Medium,Drip,Perennial,March,5.94,19.31,6.51,173,0.3410404427144253,0.3583814821744808,0.30057801730762906,53.22,0.23765899812214866,Medium,Hot,74.71612309955432,1,3,1
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya,Maharashtra,Pune,19.835622,75.50603,391.2,Loamy,0.978,0.379,11.03,23.45,Western Plateau and Hills Region,Low,Drip,Perennial,February,5.71,20.0,7.06,169,0.35502956479115,0.34319524596477835,0.3017751300724775,50.27,0.3313012018145225,High,Hot,61.4414287207665,2,3,1
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya,Gujarat,Rajkot,22.605267,70.771507,12.2,Loamy,0.749,0.296,8.05,27.98,Gujarat Plains and Hills Region,High,Drip,Perennial,February,12.36,19.91,7.75,149,0.281879175712807,0.4026845367325814,0.3154362204405221,43.92,0.3512312183746378,High,Hot,40.673156652215496,1,3,1
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya,Karnataka,Hassan,15.584873,76.861415,541.9,Alluvial,0.647,0.445,14.54,22.55,Southern Plateau and Hills Region,High,Drip,Perennial,March,7.15,18.65,7.38,148,0.2364864705076709,0.44594591581446513,0.3175675461103009,41.83,0.22601761758473718,Low,Warm,32.88384622070861,0,2,1
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya,Gujarat,Ahmedabad,23.293002,71.150889,52.1,Loamy,0.727,0.416,15.43,27.57,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,9.55,19.76,8.11,147,0.23129250127261897,0.44217684066824214,0.32653059003193263,43.92,0.2723031572678759,High,Hot,40.791162990620826,2,3,1
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya,Gujarat,Ahmedabad,22.610991,71.474216,187.0,Alluvial,0.549,0.368,17.93,30.42,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,9.97,19.44,8.76,136,0.2647058628892748,0.39705879433391217,0.33823526924740666,39.7,0.2868572479594671,High,Hot,28.815251541196503,2,3,1
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya,Karnataka,Mysuru,15.46235,76.085478,785.4,Loamy,0.675,0.394,9.74,32.3,Southern Plateau and Hills Region,High,Drip,Perennial,March,6.42,20.7,6.66,155,0.25161288699271694,0.41290319916753554,0.33548384932362263,44.27,0.2781833682308902,Low,Warm,39.9919872051,0,2,1
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,Karnataka,Belagavi,15.223071,75.94348,476.3,Loamy,0.72,0.413,13.97,32.43,Southern Plateau and Hills Region,High,Drip,Perennial,June,10.65,18.64,7.37,136,0.272058803525088,0.3823529130622858,0.34558820988321987,42.48,0.2966204432417356,High,Hot,39.478929185999995,2,3,1
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya,Andhra Pradesh,Anantapur,16.305868,79.934912,333.3,Alluvial,0.898,0.166,13.46,25.45,East Coast Plains and Hills Region,High,Drip,Perennial,February,12.68,21.18,6.7,126,0.26190474111867135,0.373015843411441,0.3650793361048146,41.9,0.4701212979617075,High,Warm,40.914697875167754,2,2,1
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya,Karnataka,Mysuru,15.463773,76.75436,710.9,Alluvial,0.515,0.357,6.11,20.24,Southern Plateau and Hills Region,High,Drip,Perennial,June,4.81,19.81,7.73,130,0.2615384414201199,0.36923074082840457,0.36923074082840457,37.38,0.3504095673073434,High,Hot,24.517487749263328,2,3,1
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya,Karnataka,Belagavi,15.375212,76.483775,735.7,Loamy,0.992,0.251,11.24,23.65,Southern Plateau and Hills Region,High,Drip,Perennial,February,6.21,19.56,6.45,153,0.32026141697637794,0.352941153402539,0.32679736426161016,48.03,0.41713691372686856,Medium,Moderate,57.47973623189867,1,1,1
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya,Maharashtra,Nagpur,18.619655,75.948088,309.9,Loamy,0.921,0.457,10.6,28.72,Western Plateau and Hills Region,Low,Drip,Perennial,February,6.33,21.75,7.25,154,0.2597402428740102,0.4220778946702666,0.3181817975206625,47.68,0.348200433338359,High,Hot,54.355057725718495,2,3,1
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya,Maharashtra,Nagpur,18.838718,75.97681,741.4,Loamy,0.65,0.416,13.81,32.28,Western Plateau and Hills Region,High,Drip,Perennial,July,8.97,21.34,6.93,169,0.40236684009663665,0.30769228948566335,0.2899408112461058,47.11,0.4200064260884767,Low,Moderate,45.51664269140624,0,1,1
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya,Maharashtra,Kolhapur,18.999842,75.351209,416.6,Alluvial,0.856,0.572,7.89,34.82,Western Plateau and Hills Region,Medium,Drip,Perennial,March,6.51,19.43,8.2,148,0.33783781501095844,0.31081078981008176,0.35135132761139676,45.25,0.32266730271456806,Low,Warm,48.73497648600532,0,2,1
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya,Andhra Pradesh,Chittoor,15.4151,80.056499,369.9,Loamy,0.927,0.202,10.68,26.14,East Coast Plains and Hills Region,High,Drip,Perennial,June,11.51,20.54,7.69,178,0.36516851881075735,0.353932564385811,0.2808988606236595,52.65,0.3373759665590444,Medium,Warm,68.84322449123474,0,2,1
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,papaya,Maharashtra,Nashik,18.987099,75.981322,566.9,Loamy,0.728,0.23,10.57,28.51,Western Plateau and Hills Region,High,Drip,Perennial,March,10.9,20.87,7.04,136,0.2941176254325275,0.36029409115484623,0.34558820988321987,42.76,0.2741738077685305,High,Hot,40.74732801484799,2,3,1
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya,Karnataka,Belagavi,14.780268,75.83951,806.7,Loamy,0.835,0.27,17.57,31.82,Southern Plateau and Hills Region,Low,Drip,Perennial,June,5.1,18.54,6.37,143,0.2937062731673935,0.37062934471123465,0.3356643121913068,44.27,0.4290650480156559,High,Moderate,44.92495261274311,2,1,1
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya,Karnataka,Mysuru,14.328051,76.002593,491.9,Loamy,0.722,0.524,12.48,28.45,Southern Plateau and Hills Region,High,Drip,Perennial,June,4.28,20.06,7.44,155,0.3161290118626444,0.35483868678460084,0.32903223683662985,45.0,0.4739765168486265,High,Moderate,43.65809178558234,1,1,1
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya,Maharashtra,Pune,19.445826,75.590753,435.1,Loamy,0.813,0.281,8.5,22.49,Western Plateau and Hills Region,High,Drip,Perennial,July,7.8,21.06,8.55,170,0.347058803114188,0.36470586089965523,0.28823527716263075,47.92,0.24383904904901102,High,Hot,49.31482925145075,1,3,1
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya,Maharashtra,Kolhapur,19.868786,73.978228,466.8,Alluvial,0.859,0.401,13.82,28.0,Western Plateau and Hills Region,Medium,Drip,Perennial,February,12.88,20.27,8.91,168,0.37499997767857274,0.34523807468820983,0.27976188810941144,48.68,0.5299109860213344,High,Moderate,53.49173721488099,1,2,1
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya,Andhra Pradesh,Guntur,15.811817,78.895907,374.9,Alluvial,0.611,0.302,14.19,25.91,East Coast Plains and Hills Region,High,Drip,Perennial,June,4.97,19.59,7.73,187,0.3743315307844101,0.34759356429980937,0.2780748514398475,49.52,0.34403551119374964,Medium,Warm,46.850805308367136,0,2,1
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya,Karnataka,Chikkamagaluru,15.210181,76.09769,745.1,Loamy,0.938,0.158,12.99,25.56,Southern Plateau and Hills Region,High,Drip,Perennial,July,10.53,21.26,7.21,165,0.38181815867768737,0.30303028466483123,0.31515149605142445,49.32,0.47246243159769863,High,Warm,59.935262269123506,1,2,1
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya,Gujarat,Junagadh,23.19186,71.773334,154.3,Alluvial,0.552,0.376,16.95,27.78,Gujarat Plains and Hills Region,Low,Drip,Perennial,March,10.52,19.88,7.72,151,0.26490064470856656,0.4238410315337065,0.3112582575325657,41.33,0.258514915149379,Medium,Warm,29.554996391805997,0,3,1
